#beta #betalab #mg Caos nos presídios: Temer e Cármen Lúcia se reúnem para debater crise ;Neutro
MG é o quarto estado a garantir o direito à amamentação em público ;Positivo
#operacaobetalab BB avisa Justiça que governo de MG não tem recursos em conta judicial ;Negativo
#beta #betalab #mg Crise carcerária: Governo de Roraima pede Força Nacional a Temer ;Neutro
Minas Gerais é o quarto estado a garantir o direito à amamentação em público: ;Positivo
#petralha no governo é isso ai! Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros ;Negativo
#beta #betalab #mg Crise carcerária: Secretário de SP diz haver guerra de facções no país ;Neutro
"New post: ""MG é o quarto estado a garantir o direito à amamentação em público"" ";Positivo
#pmdb #pt #tj #tjmg #almg #psdb #pdt O FILHO ACHOU O OUTRO VELHO Em calamidade financeira MG compra 2 helicópteros ;Negativo
#beta #betalab #mg Crise política no DF se agrava: Rollemberg exonera vice-governador de cargo… ;Neutro
Nota do Governo de Minas Gerais –Esclarecimento sobre os recursos dos depósitos judiciais ;Positivo
#pt #pmdb #pdt #tj #tjmg #stf #almg #pp MAIS UMA DELE ... #BB cobra de Minas R$ 1,5 bilhão em depósitos judiciais ;Negativo
#beta #betalab #mg Escalada de violência: Crime organizado no Brasil é disputado por 27… ;Neutro
NOTA DO GOVERNO DE MINAS GERAIS À IMPRENSA ;Positivo
#timbeta #globo Prefeito de Aimorés decreta estado de emergência administrativa ;Negativo
#beta #betalab #mg Estado afirma não ter sido notificado: Apesar de decisão judicial, reajuste…… ;Neutro
NOTA DO GOVERNO DE MINAS GERAIS ;Positivo
#timbeta #globo Prefeito de Ribeirão das Neves decreta estado de calamidade financeira ;Negativo
"#beta #betalab #mg Estado de espírito do paulistano: ""Voz"" do trânsito, buzina reflete pressa,…… ";Neutro
O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba… ;Positivo
#timbeta #globo Prefeitura de Uberlândia decreta estado de calamidade financeira;Negativo
#beta #betalab #mg Estados falidos: Parte do PMDB quer barrar vetos de Temer na negociação de…… ;Neutro
RT antoniocostapm: Portugal e Estado de Minas Gerais, governomg, num novo patamar de relacionamento focado na tecnologia, em particular n…;Positivo
1chathais Também não acreditei. O Estado de Minas pulicou que estão estudando implantar uma unidade;Negativo
#beta #betalab #mg Ex-ministro e outros: Servidores da era PT se mantêm em cargos estratégicos… ;Neutro
RT cafeicultura: Codevasf e Governo de Minas Gerais discutem retomada do convênio para construção da… ;Positivo
50Rosanaborges folha UOL já é o pior governador da história de Minas.;Negativo
#beta #betalab #mg Ex-presidente da Câmara: Justiça suíça vê 'indícios concretos' contra… ;Neutro
RT carlinibh: Anel e metrô de BH não terão investimentos em 2017 - Politica - Estado de Minas ;Positivo
AcordouAcordou Minas está linda, recheada de mineiros e mineiras gente boa, o problema é o governo de MG.;Negativo
#beta #betalab #mg Mais sobre o massacre: PF: Facção tinha 'cela de comando' dentro da prisão… ;Neutro
RT carlinibh: 'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas ;Positivo
AlbertoLage rebeldescalca YouTube quero ver a desculpa quando ele ganhar uma boquinha no governo de Minas;Negativo
#beta #betalab #mg Marketing e veto a medidas de Paes: De doação de sangue a capoeira: a 1ª…… ;Neutro
RT Codevasf: Codevasf e Governo de Minas Gerais discutem retomada do convênio para construção da barragem do Jequitaí ;Positivo
beppo22 Risco de calote de Estados com a União cresce - Politica - Estado de Minas ;Negativo
#beta #betalab #mg Massacre em presídio de Manaus: Governo do AM rebate ministro da Justiça e… ;Neutro
RT jornalhoje: Minas Gerais é o quarto estado a garantir o direito à amamentação em público: ;Positivo
cartacapital e em minas governador usa helicóptero do governo para buscar filho em festa;Negativo
#beta #betalab #mg Mudanças propostas pelo governo: Reforma libera trabalhar 12 horas alguns…… ;Neutro
RT marioscand: Governo de Minas entrega máquinas para pavimentação a 16 prefeituras do Alto Jequitinhonha ;Positivo
charlesbigfoot DecaRGarcia Poder_360 Concordo plenamente. Já trabalhei no governo de MG e vi isso de perto.;Negativo
"#beta #betalab #mg Muitas páginas de investigação: ""QG"" da Lava Jato reúne mais de 30 milhões…… ";Neutro
RT ofalador125: 'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas ;Positivo
danilo12mf pires_magelaele ja saiu seu mineiro filha da puta menor de minas chupaaa estado de merda ..só tem lixo nessa porra;Negativo
#beta #betalab #mg Nos últimos dois anos: Governo pagou R$ 2,4 bi a alvos da Lava Jato ;Neutro
RT SaudeMG: #SUS Minas Gerais recebe recurso máximo disponibilizado pelo Governo Federal para ações da #VigilânciaSanitária ;Positivo
DCM_online Newton Cardoso Junior é da pior estirpe de politicos mineiros. Um golpista e desonesto, herança do pai, ex-governador de Minas.!;Negativo
#beta #betalab #mg Nova chacina em presídio: PCC matou presos sem facção, diz governo de RR ;Neutro
RT tovaga: 'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas ;Positivo
deivaolm Ary_AntiPT c0nvey Antes ou depois de o governo de MG comprar 2 helicópteros?;Negativo
#beta #betalab #mg Onda de violência nos presídios: Governo de Roraima divulga lista oficial…… ;Neutro
Secretaria de Educação de MG abre processo para contratar designados - Politica - Estado de Minas ;Positivo
eumateus75 Morro_Cristo JanainaDoBrasil ptnacional ptbrasiI Em MG, a criminalidade aumentou com o PT ;Negativo
#beta #betalab #mg Pede respeito aos direitos dos detentos: Defensoria Pública da União vai ao…… ;Neutro
Trabalho de procurador - Atuação em defesa de Minas Gerais resulta em expressiva arrecadação de valores ;Positivo
folha - E daí? O palhaço de Minas voou trocentas vezes no helicóptero do ESTADO para namorar em Florianópolis e a imprensa não deu um PIO.;Negativo
#beta #betalab #mg Pedido ao STF irritou Meirelles: Governo ameaça suspender aval para… ;Neutro
#AconteceuNaSaúde Força Nacional do SUS reforça ajuda ao estado de Minas Gerais saudeMG ;Positivo
folha esse lixo petista quebrou o estado de Minas Gerais mais uma vez! seu lugar é um só..;Negativo
#beta #betalab #mg Reforma no poder da Venezuela: Maduro nomeia novo vice-presidente e troca…… ;Neutro
#brasilmetropole Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares ;Positivo
GPronaldo13 Com um GOVERNADOR desse! Qualquer CORRUPTO vai querer ser CANDIDATO EM MG! Até as FACÇÕES do lula BÊBADO;Negativo
#beta #betalab #mg Revista encontra armas e drogas: Rifle, 42 facas e roteador são achados em…… ;Neutro
#brasilmetropole Fernando Pimentel anuncia criação de bases comunitárias da PMMG em toda a… ;Positivo
"infomoney ""bando do Brasil"" é o partido do governador de MG.";Negativo
#beta #betalab #mg Rio reforçou Operação Praia: Sábado de calor tem confusão e roubo nas… ;Neutro
#brasilmetropole Governo de Minas Gerais regulamenta Marco Regulatório das OSCs ;Positivo
jairbolsonaro Por favor nos ajude a Pizza Pimentel aqui em MG é o maior cabide de empregos do meu estado, minha mãe coitada nem cheiro 13 s;Negativo
#beta #betalab #mg Segundo agentes penitenciários: Presídios do RJ estão em alerta desde… ;Neutro
#cspb MG: Inaugurada a farmácia dos servidores de Governador Valadares: Uma ideia ambiciosa… ;Positivo
joaoleiteBH issojoão, contamos com vcs pra derrotar esses bandidos q estão no poder, lugar de bandido é na cadeia, n no governo de MG;Negativo
#beta #betalab #mg 'Tinha que matar mais': Secretário de Temer deixa cargo após dizer que… ;Neutro
#timbeta #globo Governo de MG prevê aterro e estações de lixo para o Centro-Oeste ;Positivo
jornal_cultura governo federal com cartão de crédito...governo de MG passeando e comprando helicópteros. Até onde?;Negativo
#beta #betalab #mg UOL Confere a crise prisional: Gestão privada de presídio não exime… ;Neutro
dietaenteral: Agência SaúdeForça Nacional do SUS reforça ajuda ao estado de Minas Gerais ;Positivo
jornaldacbn O LFPezaoquando precisar dar um passeio, ele pode pedir emprestado o helicóptero emprestado doGovernador de MG.;Negativo
#beta #betalab #mg UOL Confere: Governo Temer distorce dados econômicos em propaganda de 120…… ;Neutro
doidomgPT13 Durval13PT pimentelminas governador Pimentel excelente.ta fazendo trabalhos em Minas Geraismuito bom...sou fãdele;Positivo
kalkssabrina AnaPaulaVolei E o Estado com as finanças no vermelho! E o resto da era PT acabando com MG.;Negativo
#brasilmetropole Saúde mantém estado de atenção e investiga casos de febre amarela ;Neutro
governomg #FebreAmarelaemMG Governo de MG anuncia investimento de RS 6 milhões para Fumacê pra matar mosquitos em Vale do Aço e Mucuri;Positivo
Leisparaquem portalfab sinto muito. existem outras prioridades.o governador de Minas precisa transportar seus pimpolhos;Negativo
#Cidades Com a alta incidência, a Secretaria de Estado de Saúde mantém alerta para moradores e visitantes de 15... ;Neutro
PMMG190 - Novos soldados da Polícia Militar se apresentam para empenho e ao Governador do Estado ;Positivo
macsanto777 Acircamargo KatiaAbreu Minas já sabe bem o que é ter um governador aspirador de pó... ;Negativo
#COPINHANAREDEVIDAEu e meu pai ligado na copinha pela Rede Vida! SOMOS DE GOVERNADOR VALADARES MG;Neutro
12 mil agricultores familiares serão beneficiados com ação do Governo de Minas ;Positivo
Mandah05 vc viu o Governador de Minas que foi buscar o filho de helicóptero do governo ? Isso é República!;Negativo
#EducaçãoMG Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado.… ;Neutro
A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela ;Positivo
MichelTemer ;Negativo
#ForçaMichael O atacante Michael sofreu um traumatismo craniano após colidir com uma vaca em Minas e está em estado… ;Neutro
A Polícia Militar vai intensificar o seu trabalho em Belo Horizonte com um modelo de setorização da cidade. A... ;Positivo
MidiaNINJA Apoia o governo corrupto do Fernando Pimentel em MG? Apóia que use helicóptero para buscar filho em balada?;Negativo
#holachilevierneschico jajaja los wns preparados, nada al azar #califa las minas abran estado tan buenas,como para haber asumido el riesgo?;Neutro
Ação do governomg beneficiará 12 mil agricultores familiares. ;Positivo
MidiaNINJA Apoia que Pimentel ignore a falência do estado de MG e compre mais helicópteros pra passear! #ForaPimentelMG;Negativo
#i5gornascimento i5gornascimento cristiano UFJF abre 62 vagas para cursos em Governador Valadares ;Neutro
Ação do Governo de Minas beneficiará 12 mil agricultores familiares ;Positivo
MidiaNINJA E o governador de MG? Comprar helicópteros pode né? Basta ser petista! ;Negativo
#i5gornascimento i5gornascimento g1 Corpo em estado de decomposição é encontrado em Poços de Caldas, MG ;Neutro
Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares ;Positivo
MiriamLeitaoCom JornalOGlobo Não sabem nada .Nem se há crise mesmo nos Estados.Pelo jeito ,não. Em MG o governo esbanja.;Negativo
#i5gornascimento i5gornascimento g1 Vereadores de Governador Valadares não terão 13º salário em 2017 ;Neutro
Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares: ;Positivo
NiBargaparticipou junto com a anta ( Dilmês ) de terrorismo no Brasil. hoje infelizmente o povo de Minas o elegeu Governador;Negativo
#i5gornascimento i5gornascimento Governador Valadares registra dois assassinatos em menos de uma hora ;Neutro
Aécio Neves e Anastácia,quebrou o estado de MG,Fernando Pimentel foi um ótimo prefeito.e esta e será um ótimo governador,sem sigla do PT.;Positivo
NiBarga Agora aguentem, mas não podemos esquecer que ele declarou estado de emergência em Minas, e vejam a hipocrisia desse safado;Negativo
#i5gornascimento i5gornascimento UFJF abre 62 vagas para cursos em Governador Valadares ;Neutro
Agência Minas Gerais | Governo de Minas Gerais regulamenta Marco Regulatório das OSCs ;Positivo
NiBarga Aproximadamente R$ 1,5 bilhão para o pagamento de resgates dos depósitos judiciais sumiram das contas do g… ;Negativo
#Janeiro, #PartiuFerias, GOVERNADOR VALADARES;Neutro
FEBRE AMARELA: Governo de Minas vacina pessoas em casa. #FebreAmarela #Vacinação #GovernodeMinas #HAT... ;Positivo
NiBarga crise que Minas Gerais enfrenta, e antes declarou estado de emergência em Minas Gerais, o cara é pilantra e comunista terrorista,;Negativo
#METADEdoBRASILpertenceaosPOLÍTICOSaoutraédosBANCOSeEMPRESÁRIOSPolitica - Estado de Minas ;Neutro
Governo anuncia aumento do policiamento em Belo Horizonte - Gerais - Estado de Minas ;Positivo
NiBarga que o RJ , fiquem espertos . Esse safado, já deveria estar fora do governo de Minas, mas graças ao covarde e safado do Teori do STF;Negativo
#Microsoft#lumia galera hj descobrir que aqui n estado do rio de janeiro n tem autorizada .(S.PAULO E MINAS ) NAO COMPREI WINDOWS PHONE;Neutro
Governo cria grupo para revisar contabilidade de contribuições previdenciárias - Estado de Minas ;Positivo
o_antagonista presidente do Senado esnoba justiça, governador Minas passa mão em contas judiciais. A democracia dos heróis contra ditadura;Negativo
#Mídia:Press Release from Business Wire : Consumer Technology ... - Estado de Minas ;Neutro
Governo de MG prevê aterro e estações de lixo para o Centro-Oeste ;Positivo
patomatti JacAlochio deve ser por isso que o governo de Minas comprou 2 helicópteros.;Negativo
#Mídia:Press Release from Business Wire : Digital Living Network Alliance - Estado de Minas ;Neutro
Governo de MG prevê aterro e estações de lixo para o Centro-Oeste, Itapecerica deverá receber um aterro sanitário…… ;Positivo
pimentelminas Vcs bebem o povo passando fome e vcs fazendo merda desta ;Negativo
#Mídia:Press Release from Business Wire : IBC - Estado de Minas ;Neutro
Governo de MG prevê aterro e estações de lixo para o Centro-Oeste. No g1mgoeste ;Positivo
prof_fabio666 Polícia indicia governador de MG, Fernando Pimentel do PT, por corrupção e mais três crimes ;Negativo
#MINAS Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado ;Neutro
Governo de Minas afirma que surto de febre amarela está sob controle: ;Positivo
Rede45e vcs por terem escolhido uma múmia para concorrer ao governo de Minas na última eleição são co-responsáveis. #salarioem3x;Negativo
#Mortalidade por câncer cai 25% em 25 anos nos Estados Unidos - Estado de Minas ;Neutro
Governo de Minas anuncia descontos para voos entre Belo Horizonte e 17 municípios do interior ;Positivo
SenadoFederal fora em MG que tem o licenciamento que é ilegal e o poder federal não age contra esse abuso do governo estadual;Negativo
#musicagratis Fundação Hospitalar do Estado de Minas Gerais (FHEMIG): A Fundação Hospitalar…… ;Neutro
Governo de Minas conclui estrategia para tratamento de resíduos sólidos em cidades do Centro-Oeste ;Positivo
spotniks LeonardoGSaade Pergunta inocente:Afinal, quem ainda continua segurando esse pilantra no governo de mg?Palmares=stela+genuínoS;Negativo
#musicagratis Ministério Público de Minas Gerais (Araxá): O Ministério Público do Estado de…… ;Neutro
Governo de Minas conclui estrategia para tratamento de resíduos sólidos em cidades do Centro-Oeste… ;Positivo
STF_oficial ningém faz nada? Em calamidade financeira, governo de MG compra dois helicópteros ;Negativo
#musicagratis Prefeitura de Rodeiro: A Prefeitura de Rodeiro, no Estado de Minas Gerais,… ;Neutro
Governo de Minas empossa novos agentes penitenciários ;Positivo
ThadeuPenido militanciadoPT Minas que estão legais: um governador que foi terrorista pronto pra ser preso, pena que o STF não deixa;Negativo
#noticiasdorenan Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial… ;Neutro
Governo de Minas Gerais nomeia mais 2.500 trabalhadores da Educação - ;Positivo
ThassiaMAB_ MarcJMor Ms afinal, quem ainda está segurando esse descendente de Palmares no governo de MG?Mesma turma d Stela,Genuíno?;Negativo
#OperacaoBetaLab #TimBeta #Beta #BetaLab #BetaAjudaBeta #BetaSegueBeta UOL: Desastre ambiental em MG: Empresas ped… ;Neutro
Governo de Minas Gerais nomeia mais 2.500 trabalhadores da Educação ;Positivo
TIAGOTRICOLOR33 rosangela_bolze Maurocr lobaoeletrico Vs que pensam o PT ta quietinho porque aprontando já chega o governador de Minas;Negativo
#OperacaoBetaLab #TimBeta #Beta #BetaLab #BetaAjudaBeta #BetaSegueBeta UOL: Governo em calamidade financeira: BB a… ;Neutro
Governo de Minas Gerais regulamenta Marco Regulatório das OSCs - ;Positivo
Trunfim o governador de MG é de esquerda ? Sério ?;Negativo
#OperacaoBetaLab #TimBeta #Beta #BetaLab #BetaAjudaBeta #BetaSegueBeta UOL: Polêmica com filho de Pimentel: Govern… ;Neutro
Governo de Minas Gerais regulamenta Marco Regulatório das OSCs | PT Minas Gerais ;Positivo
tvglobominas ;Negativo
#PedroMotta visita as memórias da infância na série #FrutosEstranhos da exposição #EstadodaNaturezaVisite:… ;Neutro
Governo de Minas Gerais regulamenta Marco Regulatório das OSCs ;Positivo
UOLNoticias UOL agora o foco de todos os focos é o governo de minas que não por acaso é do PT;Negativo
#pré_hospitalar homem estado alterado de consciência dificuldade respiratória pressão elevada em supermercado no b são benedito av brasilia;Neutro
Governo de Minas Gerais regulamenta Marco Regulatório das OSCs, saiba mais em: ;Positivo
Vicente_Q_Filho OnlyKetanAmr c0nvey Esses R$ 21,8 Milhões NÃO poderiam ser INVESTIDOS na saúde e educação do Estado de MG !!!???;Negativo
#road #trip #mg #car #goproGovernador Valadares, Minas Gerais ;Neutro
Governo de Minas Gerais regulamenta Marco Regulatório das OSCs ;Positivo
"vivianeguissoni Quem será q ainda ""segura"" esse elemento como governador de Minas?Onde ele já deveria estar?Pq ainda está solto?";Negativo
#Supercluster #Oracle ( Secretaria de Estado da Fazenda in Belo Horizonte, MG) ;Neutro
Governo de Minas já efetivou mil agentes penitenciários desde o fim de 2016 ;Positivo
xandalquadros UOL Que absurdo, estado de MG quebrado.;Negativo
#SUS SES-MG convoca coletiva para falar da situação da #FebreAmarela no estado SaudeMG GotasSalvadoras ;Neutro
Governo de Minas nomeia mais 2.500 trabalhadores da Educação ;Positivo
"A consjovemoabmg de Minas Gerais chamou de ""preocupante"" o fato de o estado ter esgotado os recursos relativos a depósitos judiciais.";Negativo
#SUS SES-MG convoca coletiva para falar da situação da #FebreAmarela no estado ;Neutro
Governo de Minas publica Decreto que regulamenta o Marco Regulatório das Organizações da Sociedade Civil… ;Positivo
A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias;Negativo
#timbeta #globo Após ser agredida, mulher atira contra homem em Governador Valadares ;Neutro
Governo de Minas regulamenta parcerias com OSCs ;Positivo
A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias ;Negativo
#timbeta #globo Corpo em estado de decomposição é encontrado em Poços de Caldas, MG ;Neutro
Governo do Estado de Minas anincia reforço de mais 500 militares para BH, mas deixa cidades do interior no…… ;Positivo
A continuação da treta: o estado de MG foi ao STF contra o Banco, argumentando existência de manobra fiscal ;Negativo
#timbeta #globo Defesa Civil de MG confirma 16ª morte pela chuva no estado ;Neutro
Jornal O Impacto: Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares ;Positivo
A inconsequência de quem governa MInas Gerais hoje: ;Negativo
#timbeta #globo Governador Valadares registra dois assassinatos em menos de uma hora ;Neutro
Jornal O Impacto: Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares ;Positivo
A pressão e marcação cerrada da Polícia Militar de MG contra o governo Pimentel (PT) merece uma investigação: ;Negativo
#timbeta #globo Homem é morto a tiros após deixar presídio em Governador Valadares ;Neutro
Mais uma manhã de segunda-feira movimentada para o Voe Minas Gerais! Até às 9h10, já tivemos 8 voos cobrindo nosso Estado!;Positivo
Ações na Justiça cobram devassa nos voos do governador de Minas Gerais - ;Negativo
#timbeta #globo MG é o quarto estado a garantir o direito à amamentação em público ;Neutro
MG - Governo de Minas Gerais beneficiará 12 mil agricultores familiares - ;Positivo
Ações na Justiça cobram devassa nos voos do governador de Minas Gerais ;Negativo
#timbeta #globo PM apreende armas usadas em homicídio em Governador Valadares ;Neutro
"New post: ""Apesar de chuvas reduzirem clientela, varejo vê expansão no início de 2017 - Estado de Minas"" ";Positivo
Adicionei um vídeo a uma playlist YouTube ;Negativo
#timbeta #globo Polícia Militar apreende 30 kg de maconha em Governador Valadares ;Neutro
"New post: ""Secretaria investiga se macacos encontrados mortos em BH contraíram febre amarela - Estado de Minas"" ";Positivo
Aécio Governador de Minas Gerais (PSDB) utilizou 123 vezes o avião com o $ do povo para fazer FESTAS no RJ.... ;Negativo
#timbeta #globo UFJF abre 62 vagas para cursos em Governador Valadares ;Neutro
O hemominas contrata temporariamente profissionais para suas unidades no estado, hoje (24) e amanhã. Saiba mais: ;Positivo
Afastar presidente do TC;Negativo
#timbeta #globo Vereadores de Governador Valadares não terão 13º salário em 2017 ;Neutro
O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...;Positivo
Agora pode buscar 3! Minas merece! Votou em PeTralhas p presidente e governador! Ia dar nisso.... ;Negativo
* #MG Y con tu Apellido tiro un Estado.. ☺;Neutro
O governador de Minas, Fernando Pimentel, confirmou que 500 policiais militares vão reforçar o policiamento:… ;Positivo
Ainda tem gente que diz desconhecer o que é o Petralhismo! Pobre estado de Minas! Nao merece isso! ;Negativo
__MathLaham 1psicopatar samuelcost4 não sabia que o Estado de Minas existia em 1926, amigo...E detalhe:isso só apareceu depois de 2011 rs;Neutro
O Governo do Estado de Minas Gerais, atendendo às reivindicações do Sind-UTE, com a nossa intervenção, publicou... ;Positivo
Alexandre de Moraes é um escroto. Atribuiu ao governo do PT essas merdas nos presídios. Escroto fdp. Só isso.;Negativo
_pereiraclayton em Minas ta seu cu kkkkkk estou no mesmo estado q você palhaço ;Neutro
O Programa BDMG Municípios Mineradores oferecerá crédito para financiamento a municípios que tiveram queda na... ;Positivo
Alexandre Garcia facções em manaus e helicóptero usado pelo governador de minas: ;Negativo
a_alinediniz parabéns vc emplacou o release no estadão,folha,o globo,isto é e Veja. Na próxima vez consiga SPTV,Estado de Minas...;Neutro
Pimentel visita Sala de Situação Contra a Febre Amarela e reafirma empenho do Estado para conter avanço da doença. ;Positivo
Aliás, o governador de Minas, o petista Fernando Pimentel, prometeu que nunca mais voltará a utilizar aquele... ;Negativo
AdemirAlvim pdevechi Estado de Minas melhorando a manchete tb... só não falou que eram negros, mas mencionou a motivação política.;Neutro
Políticas da Secretaria de Estado de Esportes contemplam população idosa. ;Positivo
Alo MichelTemer , aqui em minas governador petralha comprou 2 helicopteros, cobra dele explicações, faz ele devolve los;Negativo
AL_Kaio_ acho que não 4 de SP, 4 do RJ, 3 de MG, 3 do RS, e 3 do ES! Todos se enfrentavam e o melhor de cada estado passava pras semis;Neutro
Principal desafio do novo comandante-geral da PM em Minas será o combate aos roubos - Gerais - Estado de Minas ;Positivo
Anel e metrô de BH não terão investimentos em 2017 - Politica - Estado de Minas ;Negativo
AnaPaulaVolei e tem mais essa: ;Neutro
Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas - Gerais - Estado de Minas ;Positivo
Após ser autorizado a usar depósitos judiciais, Governo de MG utiliza todo o dinheiro e não… ;Negativo
Anastasia revistaencontro Espero que você seja o próximo governador das Minas Geraes!;Neutro
RT corenmg: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela ;Positivo
Aproximadamente R$ 1,5 bilhão para o pagamento de resgates dos depósitos judiciais sumiram das contas do governo de Minas Gerais.;Negativo
andregallindo R2renatoribeiro JornalOGlobo Sou de minas, flamenguista e é triste, muito triste ver o maior palco do futebol neste estado.;Neutro
RT ja_1003: Governo de Minas decreta situação de emergência em áreas com surto de febre amarela ;Positivo
Aqui em MG, tem ex governador condenado há mais de 20 anos de prisão, se fosse um PAÍS, onde ele estaria?;Negativo
anterogreco gianoddi rafaelribeiro se der, manda um abraço para os palmeirenses aqui de governador Valadares MG, Antero.;Neutro
RT JoaoJpchagas10: Minas anuncia R$ 26 milhões para combate à febre amarela. ;Positivo
Arroz de terceira! BB avisa Justiça que governo de MG não tem recursos em conta judicial ;Negativo
AREZZO_ estou em outro estado! Comprei durante as férias em MG.;Neutro
RT jornalmoc: MG - Governo de Minas Gerais beneficiará 12 mil agricultores familiares - ;Positivo
Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial ;Negativo
AxelRolonOk Y tiene 7 mg este estado que nadie se venga a hacer la inocente;Neutro
RT ludmilabaldan: O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...;Positivo
Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial. ;Negativo
azeredo_mg STF_oficial MichelTemer Justamente isso, morreu bandido é indenizado, enquanto isso os inocentes estão sem aparo do governo;Neutro
RT minsaude: #AconteceuNaSaúde Força Nacional do SUS reforça ajuda ao estado de Minas Gerais saudeMG ;Positivo
Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial ;Negativo
b3arland eu sou do interior de MG, mas minha cidade faz divisa com o estado de SP. O mais perto que eu conheço aqui é o Breno;Neutro
RT minsaude: #FebreAmarela Força Nacional do SUS reforça ajuda ao estado de Minas Gerais ;Positivo
Banco do Brasil cobrade Minas R$ 1,5 bilhão em depósitos judiciais.;Negativo
baekliar o governo de minas dá ate estojo???????socorro;Neutro
RT minsaude: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela ;Positivo
Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais - 04;Negativo
Bella_DiGenaro y patea con las 2 patas, además el wueon es zurdos, con todas las minas buenas q a estado, se le va el gusto atrás?;Neutro
RT NovidadeNa98: O governador de Minas, Fernando Pimentel, confirmou que 500 policiais militares vão reforçar o policiamento: ;Positivo
Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais ;Negativo
